hugo_symbol	entrez_gene_id	oncogene	tsg	source_url
ERCC1	2067	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERCC2	2068	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERCC3	2071	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERCC4	2072	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERCC5	2073	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERCC6	2074	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERF	2077	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERG	2078	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ERRFI1	54206	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ESCO1	114799	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ESCO2	157570	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ESR1	2099	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETAA1	54465	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETNK1	55500	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETS1	2113	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETV1	2115	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETV4	2118	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETV5	2119	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ETV6	2120	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EWSR1	2130	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EXOSC6	118460	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EXT1	2131	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EXT2	2132	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EZH1	2145	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EZH2	2146	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EZHIP	340602	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
EZR	7430	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FAF1	11124	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCA	2175	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCB	2187	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCC	2176	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCD2	2177	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCE	2178	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCF	2188	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCG	2189	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCI	55215	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCL	55120	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FANCM	57697	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FAS	355	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FAT1	2195	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FAT4	79633	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FBXO11	80204	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FBXO31	79791	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FBXW2	26190	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FBXW7	55294	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FCGR2B	2213	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FCRL4	83417	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FES	2242	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FEV	54738	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF1	2246	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF10	2255	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF12	2257	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF14	2259	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF19	9965	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF2	2247	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF23	8074	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF3	2248	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF4	2249	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF5	2250	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF6	2251	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF7	2252	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF8	2253	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGF9	2254	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGFR1	2260	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGFR2	2263	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGFR3	2261	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FGFR4	2264	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FH	2271	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FHIT	2272	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FIP1L1	81608	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FLCN	201163	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FLI1	2313	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FLT1	2321	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FLT3	2322	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FLT4	2324	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FLYWCH1	84256	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FNBP1	23048	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOLH1	2346	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOLR1	2348	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXA1	3169	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXF1	2294	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXL2	668	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXN4	121643	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXO1	2308	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXO3	2309	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXO4	4303	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FOXP1	27086	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FRS2	10818	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FSTL1	11167	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FSTL3	10272	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FUBP1	8880	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FURIN	5045	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FUS	2521	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FYN	2534	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
FZR1	51343	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GAB1	2549	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GAB2	9846	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GABRA6	2559	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GADD45B	4616	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GAS7	8522	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GATA1	2623	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GATA2	2624	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GATA3	2625	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GATA4	2626	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GATA6	2627	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GEN1	348654	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GID4	79018	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GLI1	2735	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GMPS	8833	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GNA11	2767	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GNA12	2768	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GNA13	10672	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GNAQ	2776	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GNAS	2778	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GNB1	2782	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GOLGA5	9950	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GOPC	57120	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GPC3	2719	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GPHN	10243	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GPS2	2874	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GRB7	2886	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GREM1	26585	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GRIN2A	2903	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GRM3	2913	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GSK3B	2932	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GSTO1	9446	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GSTP1	2950	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GTF2I	2969	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
GTSE1	51512	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H1_2	3006	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H1_3	3007	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H1_4	3008	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H1_5	3009	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2AC11	8969	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2AC16	8332	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2AC17	8336	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2AC6	8334	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2BC11	8970	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2BC12	85236	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2BC17	8348	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2BC4	8347	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2BC5	3017	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H2BC8	8339	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C1	8350	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C10	8357	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C11	8354	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C12	8356	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C13	653604	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C14	126961	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C15	333932	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C2	8358	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C3	8352	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C4	8351	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C6	8353	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C7	8968	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3C8	8355	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3P6	440926	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3_3A	3020	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3_3B	3021	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3_4	8290	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H3_5	440093	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H4C6	8361	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
H4C9	8294	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HDAC1	3065	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HDAC2	3066	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HDAC4	9759	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HDAC7	51564	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HERPUD1	9709	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HEY1	23462	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HFE	3077	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HGF	3082	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HIF1A	3091	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HIP1	3092	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HIRA	7290	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HLA_A	3105	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HLA_B	3106	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HLA_C	3107	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HLF	3131	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HMGA1	3159	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HMGA2	8091	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HNF1A	6927	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HNF1B	6928	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HNRNPA2B1	3181	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOOK3	84376	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXA11	3207	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXA13	3209	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXA3	3200	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXA9	3205	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXB13	10481	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXC11	3227	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXC13	3229	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXD11	3237	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HOXD13	3239	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HRAS	3265	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HSD17B2	3294	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HSD3B1	3283	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HSP90AA1	3320	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HSP90AB1	3326	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
HTATIP2	10553	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ICOSLG	23308	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ID1	3397	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ID3	3399	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IDH1	3417	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IDH2	3418	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IFNAR1	3454	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IFNGR1	3459	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IGF1	3479	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IGF1R	3480	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IGF2	3481	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IGH	3492	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IGK	50802	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IGL	3535	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IKBKB	3551	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IKBKE	9641	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IKZF1	10320	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IKZF2	22807	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IKZF3	22806	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL10	3586	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL2	3558	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL21R	50615	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL2RA	3559	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL3	3562	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL6ST	3572	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IL7R	3575	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ING1	3621	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INHA	3623	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INHBA	3624	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INPP4A	3631	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INPP4B	8821	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INPP5D	3635	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INPPL1	3636	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INSR	3643	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
INTS6	26512	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IQGAP1	8826	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRF1	3659	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRF2	3660	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRF4	3662	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRF8	3394	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRS1	3667	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRS2	8660	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
IRS4	8471	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ITK	3702	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
ITPKB	3707	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
JAK1	3716	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
JAK2	3717	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
JAK3	3718	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
JARID2	3720	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
JAZF1	221895	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
JUN	3725	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KAT6A	7994	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KAT6B	23522	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KAT7	11143	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KBTBD4	55709	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KCNJ5	3762	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDM2B	84678	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDM4C	23081	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDM5A	5927	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDM5C	8242	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDM5D	8284	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDM6A	7403	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDR	3791	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KDSR	2531	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KEAP1	9817	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KEL	3792	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KIAA1549	57670	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KIF5B	3799	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KIT	3815	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLF2	10365	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLF3	51274	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLF4	9314	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLF5	688	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLF6	1316	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLHL6	89857	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KLK2	3817	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KMT2A	4297	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KMT2B	9757	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KMT2C	58508	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KMT2D	8085	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KMT5A	387893	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KNL1	57082	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KNSTRN	90417	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KRAS	3845	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KSR2	283455	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
KTN1	3895	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
L1TD1	54596	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LAG3	3902	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LARP4B	23185	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LASP1	3927	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LATS1	9113	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LATS2	26524	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LCK	3932	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LCP1	3936	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LEF1	51176	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LGR5	8549	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LIFR	3977	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LMNA	4000	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LMO1	4004	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LMO2	4005	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LPP	4026	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LRIG3	121227	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LRP1B	53353	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LRP5	4041	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LRP6	4040	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LRRK2	120892	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LTB	4050	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LTK	4058	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LYL1	4066	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LYN	4067	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LZTR1	8216	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
LZTS1	11178	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAD2L2	10459	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAF	4094	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAFB	9935	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAGED1	9500	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAGI2	9863	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAL2	114569	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MALT1	10892	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAML2	84441	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP2K1	5604	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP2K2	5605	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP2K4	6416	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP3K1	4214	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP3K13	9175	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP3K14	9020	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP3K21	84451	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP3K6	9064	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP3K7	6885	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAP4K4	9448	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAPK1	5594	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAPK3	5595	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAPKAP1	79109	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MASTL	84930	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MAX	4149	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MBD4	8930	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MBD6	114785	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MCL1	4170	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
MDC1	9656	False	False	https://public.api.oncokb.org/api/v1/utils/cancerGeneList
