feature,mean_abs_shap
vep_consequence_count__mature_mirna_variant,0.0
vep_consequence_fraction__non_coding_transcript_variant,0.0
vep_consequence_count__non_coding_transcript_variant,0.0
driver_gene_functional_event_log_count__TMPRSS2,0.0
driver_gene_role_matched_event_log_count__TGFBR2,0.0
driver_gene_role_matched_event_log_count__TGFBR1,0.0
driver_gene_functional_event_log_count__TGFBR1,0.0
driver_gene_role_matched_event_log_count__CCND2,0.0
driver_gene_functional_event_log_count__TET2,0.0
driver_gene_role_matched_event_log_count__TET1,0.0
vep_impact_fraction__unknown,0.0
driver_gene_functional_event_log_count__CDC73,0.0
driver_gene_role_matched_event_log_count__CD79B,0.0
driver_gene_functional_event_log_count__CD79B,0.0
driver_gene_role_matched_event_log_count__CD274,0.0
driver_gene_functional_event_log_count__CD274,0.0
driver_gene_role_matched_event_log_count__CCND3,0.0
driver_gene_functional_event_log_count__CCND3,0.0
driver_gene_role_matched_event_log_count__TET2,0.0
driver_gene_role_matched_event_log_count__RET,0.0
driver_gene_functional_event_log_count__RET,0.0
driver_gene_role_matched_event_log_count__RECQL4,0.0
driver_gene_functional_event_log_count__RECQL4,0.0
driver_gene_role_matched_event_log_count__RBM15,0.0
driver_gene_role_matched_event_log_count__RBM10,0.0
driver_gene_role_matched_event_log_count__RPTOR,0.0
driver_gene_functional_event_log_count__RPTOR,0.0
driver_gene_role_matched_event_log_count__RPS6KA4,0.0
driver_gene_role_matched_event_log_count__SMO,0.0
driver_gene_role_matched_event_log_count__RPL5,0.0
driver_gene_functional_event_log_count__RPL5,0.0
driver_gene_role_matched_event_log_count__ROS1,0.0
driver_gene_role_matched_event_log_count__RIT1,0.0
driver_gene_functional_event_log_count__RIT1,0.0
driver_gene_role_matched_event_log_count__RICTOR,0.0
driver_gene_functional_event_log_count__RICTOR,0.0
driver_gene_role_matched_event_log_count__RHOA,0.0
driver_gene_functional_event_log_count__RHOA,0.0
driver_gene_functional_event_log_count__RPS6KA4,0.0
driver_gene_functional_event_log_count__RARA,0.0
driver_gene_role_matched_event_log_count__RANBP2,0.0
driver_gene_role_matched_event_log_count__RAF1,0.0
driver_gene_functional_event_log_count__RAF1,0.0
driver_gene_role_matched_event_log_count__RAD52,0.0
driver_gene_functional_event_log_count__RAD52,0.0
driver_gene_role_matched_event_log_count__RAD51C,0.0
driver_gene_role_matched_event_log_count__MLLT3,0.0
driver_gene_role_matched_event_log_count__RAD50,0.0
driver_gene_functional_event_log_count__RHEB,0.0
driver_gene_role_matched_event_log_count__RAD21,0.0
driver_gene_role_matched_event_log_count__RAC1,0.0
driver_gene_functional_event_log_count__RAC1,0.0
driver_gene_functional_event_log_count__ACVR1B,0.0
driver_gene_role_matched_event_log_count__ACVR1,0.0
driver_gene_functional_event_log_count__ACVR1,0.0
driver_gene_role_matched_event_log_count__ACKR3,0.0
driver_gene_functional_event_log_count__ABL2,0.0
driver_gene_role_matched_event_log_count__ABL1,0.0
driver_gene_functional_event_log_count__ABL1,0.0
driver_gene_functional_event_log_count__RAD50,0.0
driver_gene_functional_event_log_count__SMAD2,0.0
driver_gene_role_matched_event_log_count__SH2B3,0.0
driver_gene_functional_event_log_count__SH2B3,0.0
driver_gene_role_matched_event_log_count__SF3B1,0.0
driver_gene_functional_event_log_count__SF3B1,0.0
driver_gene_role_matched_event_log_count__SETD2,0.0
driver_gene_role_matched_event_log_count__SETBP1,0.0
driver_gene_functional_event_log_count__SETBP1,0.0
driver_gene_role_matched_event_log_count__SESN2,0.0
driver_gene_role_matched_event_log_count__RHEB,0.0
driver_gene_functional_event_log_count__SPRED1,0.0
driver_gene_role_matched_event_log_count__SPOP,0.0
driver_gene_role_matched_event_log_count__SPEN,0.0
driver_gene_role_matched_event_log_count__SOX9,0.0
driver_gene_role_matched_event_log_count__SOX17,0.0
driver_gene_functional_event_log_count__SOX17,0.0
driver_gene_role_matched_event_log_count__SOS1,0.0
driver_gene_functional_event_log_count__SOS1,0.0
driver_gene_role_matched_event_log_count__SOCS1,0.0
driver_gene_functional_event_log_count__SOCS1,0.0
vep_biotype_fraction__unknown,0.0
driver_gene_role_matched_event_log_count__ACVR1B,0.0
vep_biotype_count__unknown,0.0
driver_gene_functional_event_log_count__SESN2,0.0
driver_gene_role_matched_event_log_count__SDHAF2,0.0
driver_gene_functional_event_log_count__SDHAF2,0.0
driver_gene_role_matched_event_log_count__SDHA,0.0
driver_gene_functional_event_log_count__SDHA,0.0
driver_gene_functional_event_log_count__RXRA,0.0
driver_gene_role_matched_event_log_count__RUNX1T1,0.0
driver_gene_role_matched_event_log_count__SMAD2,0.0
driver_gene_role_matched_event_log_count__RUNX1,0.0
driver_gene_role_matched_event_log_count__RSPO2,0.0
driver_gene_functional_event_log_count__RSPO2,0.0
driver_gene_role_matched_event_log_count__RRAS2,0.0
driver_gene_functional_event_log_count__RRAS2,0.0
driver_gene_role_matched_event_log_count__SMARCA4,0.0
driver_gene_functional_event_log_count__SMARCA4,0.0
driver_gene_role_matched_event_log_count__SMAD4,0.0
driver_gene_role_matched_event_log_count__SMAD3,0.0
driver_gene_functional_event_log_count__SMAD3,0.0
driver_gene_functional_event_log_count__RUNX1T1,0.0
driver_gene_role_matched_event_log_count__EIF4A2,0.0
driver_gene_functional_event_log_count__EIF4A2,0.0
driver_gene_role_matched_event_log_count__EIF3E,0.0
driver_gene_functional_event_log_count__EIF3E,0.0
driver_gene_role_matched_event_log_count__EIF1AX,0.0
driver_gene_functional_event_log_count__EIF1AX,0.0
driver_gene_role_matched_event_log_count__EBF1,0.0
driver_gene_functional_event_log_count__CCND2,0.0
driver_gene_functional_event_log_count__ESR1,0.0
driver_gene_functional_event_log_count__MAX,0.0
driver_gene_role_matched_event_log_count__ERG,0.0
driver_gene_functional_event_log_count__ERG,0.0
driver_gene_role_matched_event_log_count__ERCC3,0.0
driver_gene_functional_event_log_count__ERCC3,0.0
driver_gene_role_matched_event_log_count__ERCC2,0.0
driver_gene_role_matched_event_log_count__ERBB4,0.0
driver_gene_role_matched_event_log_count__ERBB3,0.0
driver_gene_role_matched_event_log_count__ERBB2,0.0
driver_gene_role_matched_event_log_count__EPHB1,0.0
driver_gene_role_matched_event_log_count__ERRFI1,0.0
driver_gene_role_matched_event_log_count__CBLB,0.0
driver_gene_functional_event_log_count__CBLB,0.0
driver_gene_role_matched_event_log_count__CBL,0.0
driver_gene_functional_event_log_count__CBL,0.0
driver_gene_role_matched_event_log_count__CBFB,0.0
driver_gene_role_matched_event_log_count__CARD11,0.0
driver_gene_role_matched_event_log_count__CANT1,0.0
driver_gene_functional_event_log_count__CANT1,0.0
driver_gene_role_matched_event_log_count__CAMTA1,0.0
driver_gene_role_matched_event_log_count__ELF4,0.0
driver_gene_role_matched_event_log_count__DROSHA,0.0
driver_gene_functional_event_log_count__DROSHA,0.0
driver_gene_role_matched_event_log_count__DNMT3B,0.0
driver_gene_role_matched_event_log_count__EPAS1,0.0
driver_gene_functional_event_log_count__EPAS1,0.0
driver_gene_role_matched_event_log_count__ELL,0.0
driver_gene_functional_event_log_count__ELL,0.0
driver_gene_role_matched_event_log_count__ELK4,0.0
driver_gene_functional_event_log_count__ELK4,0.0
driver_gene_functional_event_log_count__EBF1,0.0
driver_gene_functional_event_log_count__FAT1,0.0
driver_gene_role_matched_event_log_count__FAS,0.0
driver_gene_functional_event_log_count__FAS,0.0
driver_gene_role_matched_event_log_count__FANCA,0.0
driver_gene_functional_event_log_count__FANCA,0.0
driver_gene_role_matched_event_log_count__EZH2,0.0
driver_gene_functional_event_log_count__EZH2,0.0
driver_gene_role_matched_event_log_count__EWSR1,0.0
driver_gene_role_matched_event_log_count__ETV6,0.0
driver_gene_role_matched_event_log_count__EPHA7,0.0
driver_gene_role_matched_event_log_count__BTK,0.0
driver_gene_functional_event_log_count__FOXA1,0.0
driver_gene_role_matched_event_log_count__FLT4,0.0
driver_gene_functional_event_log_count__FLT4,0.0
driver_gene_functional_event_log_count__FLT3,0.0
driver_gene_role_matched_event_log_count__FLCN,0.0
driver_gene_functional_event_log_count__FLCN,0.0
driver_gene_role_matched_event_log_count__FHIT,0.0
driver_gene_functional_event_log_count__FHIT,0.0
driver_gene_role_matched_event_log_count__CACNA1D,0.0
driver_gene_functional_event_log_count__EPHA7,0.0
driver_gene_role_matched_event_log_count__EPHA3,0.0
driver_gene_role_matched_event_log_count__BTG1,0.0
driver_gene_functional_event_log_count__BTG1,0.0
driver_gene_role_matched_event_log_count__BRD4,0.0
driver_gene_role_matched_event_log_count__BRCA1,0.0
driver_gene_functional_event_log_count__BRCA1,0.0
driver_gene_role_matched_event_log_count__BRAF,0.0
driver_gene_role_matched_event_log_count__BMPR1A,0.0
driver_gene_functional_event_log_count__FBXO11,0.0
driver_gene_role_matched_event_log_count__ETV5,0.0
driver_gene_functional_event_log_count__ETV5,0.0
driver_gene_role_matched_event_log_count__ETV4,0.0
driver_gene_functional_event_log_count__ETV4,0.0
driver_gene_role_matched_event_log_count__ETV1,0.0
driver_gene_functional_event_log_count__ETV1,0.0
driver_gene_role_matched_event_log_count__ESR1,0.0
driver_gene_role_matched_event_log_count__FCGR2B,0.0
driver_gene_functional_event_log_count__FCGR2B,0.0
driver_gene_role_matched_event_log_count__FBXO11,0.0
driver_gene_functional_event_log_count__ETV6,0.0
driver_gene_role_matched_event_log_count__CHD4,0.0
driver_gene_role_matched_event_log_count__CEBPA,0.0
driver_gene_functional_event_log_count__CEBPA,0.0
driver_gene_role_matched_event_log_count__CDKN2C,0.0
driver_gene_functional_event_log_count__CDKN2C,0.0
driver_gene_role_matched_event_log_count__CDKN1B,0.0
driver_gene_functional_event_log_count__CDKN1B,0.0
driver_gene_role_matched_event_log_count__CDK6,0.0
driver_gene_functional_event_log_count__CDK6,0.0
driver_gene_functional_event_log_count__CCND1,0.0
driver_gene_functional_event_log_count__CDK4,0.0
driver_gene_role_matched_event_log_count__CDH11,0.0
driver_gene_functional_event_log_count__CDH11,0.0
driver_gene_role_matched_event_log_count__CRTC1,0.0
driver_gene_functional_event_log_count__CRTC1,0.0
driver_gene_role_matched_event_log_count__CRLF2,0.0
driver_gene_functional_event_log_count__CRLF2,0.0
driver_gene_role_matched_event_log_count__CREBBP,0.0
driver_gene_role_matched_event_log_count__COL2A1,0.0
driver_gene_role_matched_event_log_count__CDK4,0.0
driver_gene_functional_event_log_count__WWTR1,0.0
vep_impact_count__unknown,0.0
vep_consequence_count__transcript_ablation,0.0
driver_gene_role_matched_event_log_count__WT1,0.0
driver_gene_functional_event_log_count__WT1,0.0
driver_gene_role_matched_event_log_count__USP8,0.0
driver_gene_functional_event_log_count__USP8,0.0
driver_gene_role_matched_event_log_count__USP6,0.0
driver_gene_functional_event_log_count__USP6,0.0
driver_gene_functional_event_log_count__CHEK2,0.0
driver_gene_functional_event_log_count__UBR5,0.0
driver_gene_role_matched_event_log_count__U2AF1,0.0
driver_gene_functional_event_log_count__U2AF1,0.0
driver_gene_role_matched_event_log_count__TSHR,0.0
driver_gene_functional_event_log_count__TSHR,0.0
driver_gene_role_matched_event_log_count__TSC2,0.0
vep_consequence_count__inframe_insertion,0.0
vep_canonical_count__no,0.0
driver_gene_role_matched_event_log_count__CIC,0.0
driver_gene_role_matched_event_log_count__CHEK2,0.0
driver_gene_role_matched_event_log_count__UBR5,0.0
driver_gene_role_matched_event_log_count__CSF3R,0.0
driver_gene_functional_event_log_count__CSF3R,0.0
driver_gene_role_matched_event_log_count__CSF1R,0.0
driver_gene_functional_event_log_count__DNMT3B,0.0
driver_gene_role_matched_event_log_count__DNMT3A,0.0
driver_gene_role_matched_event_log_count__DNMT1,0.0
driver_gene_functional_event_log_count__DNMT1,0.0
driver_gene_role_matched_event_log_count__DNAJB1,0.0
driver_gene_functional_event_log_count__DNAJB1,0.0
driver_gene_functional_event_log_count__COL2A1,0.0
driver_gene_role_matched_event_log_count__DICER1,0.0
driver_gene_functional_event_log_count__DICER1,0.0
driver_gene_role_matched_event_log_count__DDX3X,0.0
driver_gene_functional_event_log_count__DDX3X,0.0
driver_gene_role_matched_event_log_count__DDR2,0.0
driver_gene_role_matched_event_log_count__DDB2,0.0
driver_gene_functional_event_log_count__DDB2,0.0
driver_gene_role_matched_event_log_count__DAXX,0.0
driver_gene_role_matched_event_log_count__CCND1,0.0
driver_gene_role_matched_event_log_count__DIS3,0.0
driver_gene_role_matched_event_log_count__COL1A1,0.0
driver_gene_role_matched_event_log_count__CNTRL,0.0
driver_gene_role_matched_event_log_count__CLTCL1,0.0
driver_gene_functional_event_log_count__CLTCL1,0.0
driver_gene_role_matched_event_log_count__CLIP1,0.0
driver_gene_functional_event_log_count__CLIP1,0.0
driver_gene_role_matched_event_log_count__CIITA,0.0
driver_gene_functional_event_log_count__CIITA,0.0
driver_gene_functional_event_log_count__DAXX,0.0
driver_gene_role_matched_event_log_count__CTCF,0.0
driver_gene_functional_event_log_count__CYSLTR2,0.0
driver_gene_role_matched_event_log_count__CYLD,0.0
driver_gene_role_matched_event_log_count__CXCR4,0.0
driver_gene_functional_event_log_count__CXCR4,0.0
driver_gene_role_matched_event_log_count__CUX1,0.0
driver_gene_functional_event_log_count__CUX1,0.0
driver_gene_role_matched_event_log_count__CUL3,0.0
driver_gene_role_matched_event_log_count__CTNNB1,0.0
driver_gene_role_matched_event_log_count__CTLA4,0.0
driver_gene_functional_event_log_count__CTLA4,0.0
driver_gene_role_matched_event_log_count__CYSLTR2,0.0
driver_gene_role_matched_event_log_count__LATS1,0.0
driver_gene_functional_event_log_count__LATS1,0.0
driver_gene_role_matched_event_log_count__KNSTRN,0.0
driver_gene_functional_event_log_count__KNSTRN,0.0
driver_gene_role_matched_event_log_count__KLF4,0.0
driver_gene_functional_event_log_count__KLF4,0.0
driver_gene_role_matched_event_log_count__KIT,0.0
driver_gene_role_matched_event_log_count__KEAP1,0.0
driver_gene_role_matched_event_log_count__KDR,0.0
driver_gene_role_matched_event_log_count__FH,0.0
driver_gene_role_matched_event_log_count__BCL2L11,0.0
driver_gene_functional_event_log_count__BCL2L11,0.0
driver_gene_role_matched_event_log_count__BCL2,0.0
driver_gene_role_matched_event_log_count__ATP1A1,0.0
driver_gene_functional_event_log_count__ATM,0.0
driver_gene_role_matched_event_log_count__ASXL2,0.0
driver_gene_functional_event_log_count__ASXL2,0.0
driver_gene_role_matched_event_log_count__ASXL1,0.0
driver_gene_role_matched_event_log_count__ARID2,0.0
driver_gene_functional_event_log_count__BCL6,0.0
driver_gene_role_matched_event_log_count__INPPL1,0.0
driver_gene_role_matched_event_log_count__IL7R,0.0
driver_gene_role_matched_event_log_count__IL6ST,0.0
driver_gene_role_matched_event_log_count__IKZF3,0.0
driver_gene_functional_event_log_count__BCL2,0.0
driver_gene_role_matched_event_log_count__BCL11B,0.0
driver_gene_functional_event_log_count__BCL11B,0.0
driver_gene_role_matched_event_log_count__BCL10,0.0
driver_gene_functional_event_log_count__BCL10,0.0
driver_gene_functional_event_log_count__LATS2,0.0
driver_gene_functional_event_log_count__BARD1,0.0
driver_gene_role_matched_event_log_count__B2M,0.0
driver_gene_role_matched_event_log_count__AXL,0.0
driver_gene_role_matched_event_log_count__KDM5C,0.0
driver_gene_functional_event_log_count__KDM5C,0.0
driver_gene_role_matched_event_log_count__KDM5A,0.0
driver_gene_functional_event_log_count__KDM5A,0.0
driver_gene_role_matched_event_log_count__KAT6A,0.0
driver_gene_functional_event_log_count__KAT6A,0.0
driver_gene_role_matched_event_log_count__LATS2,0.0
driver_gene_role_matched_event_log_count__BARD1,0.0
driver_gene_functional_event_log_count__MEN1,0.0
driver_gene_role_matched_event_log_count__MEF2B,0.0
driver_gene_functional_event_log_count__MEF2B,0.0
driver_gene_role_matched_event_log_count__MED12,0.0
driver_gene_functional_event_log_count__MECOM,0.0
driver_gene_role_matched_event_log_count__MDM2,0.0
driver_gene_functional_event_log_count__MDM2,0.0
driver_gene_role_matched_event_log_count__MDC1,0.0
driver_gene_role_matched_event_log_count__MAX,0.0
driver_gene_functional_event_log_count__MAF,0.0
driver_gene_role_matched_event_log_count__MAPK1,0.0
driver_gene_functional_event_log_count__MST1,0.0
driver_gene_role_matched_event_log_count__MSI2,0.0
driver_gene_functional_event_log_count__MSI2,0.0
driver_gene_role_matched_event_log_count__MSH6,0.0
driver_gene_functional_event_log_count__MSH6,0.0
driver_gene_role_matched_event_log_count__MSH2,0.0
driver_gene_role_matched_event_log_count__MPL,0.0
driver_gene_functional_event_log_count__MPL,0.0
driver_gene_role_matched_event_log_count__WWTR1,0.0
driver_gene_role_matched_event_log_count__LZTR1,0.0
driver_gene_functional_event_log_count__LZTR1,0.0
driver_gene_role_matched_event_log_count__LYN,0.0
driver_gene_functional_event_log_count__LYN,0.0
driver_gene_role_matched_event_log_count__LRP1B,0.0
driver_gene_role_matched_event_log_count__LEF1,0.0
driver_gene_functional_event_log_count__LEF1,0.0
driver_gene_functional_event_log_count__MAPK1,0.0
driver_gene_functional_event_log_count__MAP3K13,0.0
driver_gene_role_matched_event_log_count__MEN1,0.0
driver_gene_role_matched_event_log_count__MAP2K2,0.0
driver_gene_functional_event_log_count__MAP2K2,0.0
driver_gene_role_matched_event_log_count__MAML2,0.0
driver_gene_functional_event_log_count__MAML2,0.0
driver_gene_role_matched_event_log_count__MALT1,0.0
driver_gene_functional_event_log_count__MALT1,0.0
driver_gene_role_matched_event_log_count__MAF,0.0
driver_gene_functional_event_log_count__AXL,0.0
driver_gene_role_matched_event_log_count__ATR,0.0
driver_gene_role_matched_event_log_count__MET,0.0
driver_gene_role_matched_event_log_count__MAP2K4,0.0
driver_gene_functional_event_log_count__FOXL2,0.0
driver_gene_role_matched_event_log_count__FOXA1,0.0
driver_gene_role_matched_event_log_count__H3C2,0.0
driver_gene_functional_event_log_count__H3C2,0.0
driver_gene_role_matched_event_log_count__GTF2I,0.0
driver_gene_functional_event_log_count__GTF2I,0.0
driver_gene_role_matched_event_log_count__GSK3B,0.0
driver_gene_functional_event_log_count__GSK3B,0.0
driver_gene_role_matched_event_log_count__GRIN2A,0.0
driver_gene_functional_event_log_count__IRF4,0.0
driver_gene_role_matched_event_log_count__GPS2,0.0
driver_gene_role_matched_event_log_count__GNAS,0.0
driver_gene_functional_event_log_count__GNAS,0.0
driver_gene_role_matched_event_log_count__GNAQ,0.0
driver_gene_functional_event_log_count__GNAQ,0.0
driver_gene_role_matched_event_log_count__GNA11,0.0
driver_gene_functional_event_log_count__GNA11,0.0
driver_gene_role_matched_event_log_count__GLI1,0.0
driver_gene_functional_event_log_count__BIRC3,0.0
driver_gene_functional_event_log_count__GRIN2A,0.0
driver_gene_functional_event_log_count__FH,0.0
driver_gene_role_matched_event_log_count__FGFR4,0.0
driver_gene_functional_event_log_count__FGFR4,0.0
driver_gene_role_matched_event_log_count__FGFR3,0.0
driver_gene_role_matched_event_log_count__FGFR2,0.0
driver_gene_functional_event_log_count__FGFR2,0.0
driver_gene_role_matched_event_log_count__FGFR1,0.0
driver_gene_role_matched_event_log_count__GATA2,0.0
driver_gene_functional_event_log_count__GATA2,0.0
driver_gene_role_matched_event_log_count__FOXL2,0.0
driver_gene_functional_event_log_count__GATA1,0.0
driver_gene_role_matched_event_log_count__FUS,0.0
driver_gene_functional_event_log_count__FUS,0.0
driver_gene_functional_event_log_count__FUBP1,0.0
driver_gene_role_matched_event_log_count__FOXP1,0.0
driver_gene_functional_event_log_count__FOXP1,0.0
driver_gene_role_matched_event_log_count__FOXO3,0.0
driver_gene_functional_event_log_count__FOXO3,0.0
driver_gene_role_matched_event_log_count__FOXO1,0.0
driver_gene_functional_event_log_count__FOXO1,0.0
driver_gene_role_matched_event_log_count__GATA1,0.0
driver_gene_role_matched_event_log_count__HNF1A,0.0
driver_gene_role_matched_event_log_count__HLA_B,0.0
driver_gene_role_matched_event_log_count__HLA_A,0.0
driver_gene_functional_event_log_count__HLA_A,0.0
driver_gene_role_matched_event_log_count__HIP1,0.0
driver_gene_functional_event_log_count__HIP1,0.0
driver_gene_role_matched_event_log_count__HIF1A,0.0
driver_gene_functional_event_log_count__BMPR1A,0.0
driver_gene_role_matched_event_log_count__BIRC3,0.0
driver_gene_role_matched_event_log_count__BCR,0.0
driver_gene_functional_event_log_count__JUN,0.0
driver_gene_role_matched_event_log_count__JAK3,0.0
driver_gene_functional_event_log_count__JAK3,0.0
driver_gene_role_matched_event_log_count__JAK2,0.0
driver_gene_functional_event_log_count__JAK2,0.0
driver_gene_role_matched_event_log_count__JAK1,0.0
driver_gene_role_matched_event_log_count__IRS2,0.0
driver_gene_functional_event_log_count__IRS2,0.0
driver_gene_role_matched_event_log_count__IRF4,0.0
driver_gene_role_matched_event_log_count__JUN,0.0
driver_gene_functional_event_log_count__BCR,0.0
driver_gene_role_matched_event_log_count__BCORL1,0.0
driver_gene_role_matched_event_log_count__BCOR,0.0
driver_gene_role_matched_event_log_count__BCL9L,0.0
driver_gene_role_matched_event_log_count__BCL9,0.0
driver_gene_functional_event_log_count__BCL9,0.0
driver_gene_role_matched_event_log_count__BCL7A,0.0
driver_gene_functional_event_log_count__BCL7A,0.0
driver_gene_role_matched_event_log_count__BCL6,0.0
driver_gene_functional_event_log_count__HSP90AA1,0.0
driver_gene_role_matched_event_log_count__H4C9,0.0
driver_gene_functional_event_log_count__H4C9,0.0
driver_gene_role_matched_event_log_count__H3_3A,0.0
driver_gene_functional_event_log_count__H3_3A,0.0
driver_gene_role_matched_event_log_count__IKZF1,0.0
driver_gene_functional_event_log_count__IKZF1,0.0
driver_gene_role_matched_event_log_count__IGF1R,0.0
driver_gene_functional_event_log_count__IGF1R,0.0
driver_gene_role_matched_event_log_count__IDH2,0.0
driver_gene_role_matched_event_log_count__HSP90AA1,0.0
driver_gene_functional_event_log_count__HIF1A,0.0
